_id,interaction_id,post_id,user_id,type,interaction_timestamp
67292dfc1641189d4000ef2b,187,63,4,share,2023-03-07 08:29:13
67292dfc1641189d4000ef2c,188,142,4,share,2023-02-08 02:35:04
67292dfc1641189d4000ef2d,189,64,5,share,2023-12-17 06:00:11
67292dfc1641189d4000ef2e,190,146,5,saved,2024-04-02 04:54:28
67292dfc1641189d4000ef2f,191,12,2,share,2023-12-06 22:24:08
67292dfc1641189d4000ef30,192,114,2,share,2023-10-19 20:17:04
67292dfc1641189d4000ef31,193,6,9,saved,2023-07-06 23:01:07
67292dfc1641189d4000ef32,194,91,5,share,2024-10-27 04:26:50
67292dfc1641189d4000ef33,195,113,7,share,2023-07-09 00:26:58
67292dfc1641189d4000ef34,196,55,7,saved,2023-04-01 10:41:35
67292dfc1641189d4000ef35,197,80,10,saved,2023-12-27 17:50:52
67292dfc1641189d4000ef36,198,160,6,share,2023-02-24 17:00:16
67292dfc1641189d4000ef37,199,175,2,saved,2023-04-14 15:02:34
67292dfc1641189d4000ef38,200,178,4,like,2023-10-18 22:15:20
67292dfc1641189d4000ef39,201,114,10,like,2023-05-28 13:03:48
67292dfc1641189d4000ef3a,202,185,3,saved,2024-07-25 19:14:23
67292dfc1641189d4000ef3b,203,123,9,saved,2023-02-18 12:49:18
67292dfc1641189d4000ef3c,204,167,5,saved,2023-10-01 21:47:59
67292dfc1641189d4000ef3d,205,95,2,share,2023-01-13 18:51:23
67292dfc1641189d4000ef3e,206,119,6,saved,2024-01-23 08:40:57
67292dfc1641189d4000ef3f,207,38,10,like,2024-05-27 08:28:39
67292dfc1641189d4000ef40,208,48,7,like,2023-03-20 10:35:31
67292dfc1641189d4000ef41,209,40,7,like,2023-10-28 05:42:00
67292dfc1641189d4000ef42,210,73,8,like,2024-03-25 11:19:11
67292dfc1641189d4000ef43,211,41,3,share,2024-01-26 00:00:24
67292dfc1641189d4000ef44,212,199,2,like,2023-12-26 16:02:42
67292dfc1641189d4000ef45,213,46,1,like,2023-04-14 03:27:20
67292dfc1641189d4000ef46,214,77,6,share,2024-10-08 21:01:29
67292dfc1641189d4000ef47,215,3,3,share,2023-11-02 11:44:11
67292dfc1641189d4000ef48,216,56,6,like,2023-11-12 16:05:24
67292dfc1641189d4000ef49,217,65,6,like,2023-12-06 13:53:29
67292dfc1641189d4000ef4a,218,63,2,saved,2023-03-04 05:09:21
67292dfc1641189d4000ef4b,219,177,3,like,2024-04-09 09:10:56
67292dfc1641189d4000ef4c,220,136,5,share,2023-05-28 10:52:51
67292dfc1641189d4000ef4d,221,174,3,like,2023-09-12 16:07:38
67292dfc1641189d4000ef4e,222,108,8,saved,2024-09-26 21:51:38
67292dfc1641189d4000ef4f,223,152,1,saved,2023-01-31 21:02:54
67292dfc1641189d4000ef50,224,192,2,share,2023-04-16 22:56:42
67292dfc1641189d4000ef51,225,161,6,like,2024-08-14 20:15:03
67292dfc1641189d4000ef52,226,156,9,saved,2024-10-31 12:50:22
67292dfc1641189d4000ef53,227,34,2,saved,2023-02-15 11:03:39
67292dfc1641189d4000ef54,228,175,1,share,2024-05-02 14:44:13
67292dfc1641189d4000ef55,229,45,10,saved,2023-06-01 21:47:54
67292dfc1641189d4000ef56,230,147,1,share,2024-05-02 18:38:52
67292dfc1641189d4000ef57,231,152,4,share,2024-03-14 02:06:31
67292dfc1641189d4000ef58,232,111,8,saved,2024-06-27 10:04:33
67292dfc1641189d4000ef59,233,40,1,share,2023-10-24 21:06:32
67292dfc1641189d4000ef5a,234,68,3,saved,2023-09-25 05:09:04
67292dfc1641189d4000ef5b,235,106,8,like,2023-09-01 05:56:21
67292dfc1641189d4000ef5c,236,160,2,saved,2023-07-10 03:27:34
67292dfc1641189d4000ef5d,237,49,1,saved,2024-09-10 10:40:26
67292dfc1641189d4000ef5e,238,30,3,like,2023-01-25 18:43:28
67292dfc1641189d4000ef5f,239,66,6,share,2023-10-12 02:20:46
67292dfc1641189d4000ef60,240,135,3,saved,2024-04-08 03:07:32
67292dfc1641189d4000ef61,241,193,3,saved,2024-04-26 04:09:22
67292dfc1641189d4000ef62,242,129,9,like,2024-10-21 16:58:38
67292dfc1641189d4000ef63,243,2,8,share,2023-11-20 10:39:31
67292dfc1641189d4000ef64,244,90,5,like,2024-04-20 12:38:50
67292dfc1641189d4000ef65,245,156,4,saved,2024-06-08 19:19:24
67292dfc1641189d4000ef66,246,84,3,saved,2023-04-18 08:40:07
67292dfc1641189d4000ef67,247,51,6,share,2023-07-01 11:37:07
67292dfc1641189d4000ef68,248,134,5,saved,2023-01-14 23:31:07
67292dfc1641189d4000ef69,249,8,5,saved,2023-03-01 18:54:42
67292dfc1641189d4000ef6a,250,78,10,saved,2023-10-15 20:08:32
67292dfc1641189d4000ef6b,251,134,8,saved,2024-09-29 17:05:12
67292dfc1641189d4000ef6c,252,124,5,like,2023-07-21 22:54:47
67292dfc1641189d4000ef6d,253,70,2,share,2023-04-14 13:24:40
67292dfc1641189d4000ef6e,254,64,3,share,2023-02-02 04:22:20
67292dfc1641189d4000ef6f,255,155,7,share,2023-09-30 01:55:01
67292dfc1641189d4000ef70,256,154,6,share,2024-10-04 10:52:16
67292dfc1641189d4000ef71,257,13,6,share,2024-05-06 09:43:04
67292dfc1641189d4000ef72,258,112,6,like,2023-03-10 03:48:52
67292dfc1641189d4000ef73,259,128,4,saved,2024-06-22 18:30:43
67292dfc1641189d4000ef74,260,145,10,like,2024-01-27 08:54:28
67292dfc1641189d4000ef75,261,169,1,share,2024-06-12 21:27:20
67292dfc1641189d4000ef76,262,198,6,saved,2024-04-22 21:11:39
67292dfc1641189d4000ef77,263,161,3,share,2023-10-16 03:39:18
67292dfc1641189d4000ef78,264,79,10,like,2024-09-07 06:49:20
67292dfc1641189d4000ef79,265,34,8,saved,2023-07-05 22:52:42
67292dfc1641189d4000ef7a,266,54,5,share,2023-12-05 15:05:17
67292dfc1641189d4000ef7b,267,67,8,share,2024-03-06 22:38:41
67292dfc1641189d4000ef7c,268,20,8,like,2024-09-06 01:32:37
67292dfc1641189d4000ef7d,269,7,4,saved,2024-05-08 08:03:21
67292dfc1641189d4000ef7e,270,117,4,like,2024-07-05 00:18:57
67292dfc1641189d4000ef7f,271,115,10,saved,2023-07-04 12:15:06
67292dfc1641189d4000ef80,272,95,3,saved,2024-09-13 11:45:43
67292dfc1641189d4000ef81,273,32,4,share,2024-08-15 01:52:17
67292dfc1641189d4000ef82,274,17,10,saved,2024-04-26 17:42:47
67292dfc1641189d4000ef83,275,37,6,share,2024-07-04 19:11:44
67292dfc1641189d4000ef84,276,145,8,share,2024-09-14 12:54:15
67292dfc1641189d4000ef85,277,55,10,like,2023-08-19 02:22:38
67292dfc1641189d4000ef86,278,53,7,like,2024-08-15 16:34:59
67292dfc1641189d4000ef87,279,171,8,like,2024-06-18 02:53:29
67292dfc1641189d4000ef88,280,112,1,share,2024-04-06 10:53:35
67292dfc1641189d4000ef89,281,54,5,like,2023-07-22 11:36:29
67292dfc1641189d4000ef8a,282,10,5,share,2024-10-12 06:37:10
67292dfc1641189d4000ef8b,283,149,2,like,2024-08-26 02:24:49
67292dfc1641189d4000ef8c,284,197,8,share,2023-05-19 19:07:34
67292dfc1641189d4000ef8d,285,82,3,like,2024-07-13 13:15:44
67292dfc1641189d4000ef8e,286,10,6,like,2023-06-29 02:19:50
67292dfc1641189d4000ef8f,287,47,10,saved,2024-06-16 01:20:59
67292dfc1641189d4000ef90,288,146,6,saved,2023-05-29 11:33:52
67292dfc1641189d4000ef91,289,19,7,saved,2023-06-09 20:20:55
67292dfc1641189d4000ef92,290,33,6,share,2024-10-21 09:25:21
67292dfc1641189d4000ef93,291,14,1,saved,2023-05-26 05:08:41
67292dfc1641189d4000ef94,292,9,8,like,2023-10-29 14:01:21
67292dfc1641189d4000ef95,293,22,8,like,2024-05-23 09:17:24
67292dfc1641189d4000ef96,294,7,10,saved,2023-12-22 08:35:23
67292dfc1641189d4000ef97,295,166,6,share,2024-05-14 11:03:41
67292dfc1641189d4000ef98,296,128,9,like,2023-09-29 10:03:15
67292dfc1641189d4000ef99,297,194,3,like,2023-12-27 10:42:09
67292dfc1641189d4000ef9a,298,7,7,like,2023-12-15 19:02:52
67292dfc1641189d4000ef9b,299,95,5,saved,2023-05-28 07:26:02
67292dfc1641189d4000ef9c,300,89,9,like,2024-03-20 22:05:17
67292dfc1641189d4000ef9d,301,61,3,saved,2023-03-23 03:51:11
67292dfc1641189d4000ef9e,302,74,2,like,2023-07-09 01:46:43
67292dfc1641189d4000ef9f,303,142,5,like,2024-10-17 19:20:47
67292dfc1641189d4000efa0,304,196,4,like,2023-05-25 03:45:52
67292dfc1641189d4000efa1,305,177,6,share,2024-06-05 01:15:18
67292dfc1641189d4000efa2,306,57,2,saved,2023-03-04 00:03:32
67292dfc1641189d4000efa3,307,166,1,share,2024-05-10 22:12:37
67292dfc1641189d4000efa4,308,121,3,like,2023-04-24 13:10:38
67292dfc1641189d4000efa5,309,27,8,saved,2023-11-27 17:15:25
67292dfc1641189d4000efa6,310,94,4,share,2023-09-02 03:19:44
67292dfc1641189d4000efa7,311,122,2,share,2023-11-13 11:23:07
67292dfc1641189d4000efa8,312,132,7,like,2023-08-30 09:10:17
67292dfc1641189d4000efa9,313,5,3,share,2024-03-10 11:49:23
67292dfc1641189d4000efaa,314,30,3,like,2023-05-27 13:40:49
67292dfc1641189d4000efab,315,106,1,like,2023-08-31 08:23:13
67292dfc1641189d4000efac,316,7,1,saved,2023-01-18 05:43:14
67292dfc1641189d4000efad,317,89,1,saved,2023-04-08 09:32:55
67292dfc1641189d4000efae,318,172,3,share,2023-10-10 21:20:26
67292dfc1641189d4000efaf,319,150,7,like,2023-12-06 10:13:17
67292dfc1641189d4000efb0,320,112,5,saved,2023-07-13 02:52:15
67292dfc1641189d4000efb1,321,111,6,saved,2024-05-06 12:31:31
67292dfc1641189d4000efb2,322,3,10,like,2024-06-22 08:18:53
67292dfc1641189d4000efb3,323,137,3,share,2024-05-13 23:32:29
67292dfc1641189d4000efb4,324,194,4,share,2024-04-26 14:51:29
67292dfc1641189d4000efb5,325,106,10,saved,2023-06-01 23:27:42
67292dfc1641189d4000efb6,326,157,9,share,2023-03-11 06:36:21
67292dfc1641189d4000efb7,327,51,1,saved,2024-09-23 21:08:03
67292dfc1641189d4000efb8,328,63,6,share,2024-04-03 15:38:33
67292dfc1641189d4000efb9,329,198,3,saved,2023-09-13 09:21:50
67292dfc1641189d4000efba,330,22,6,share,2024-08-24 05:14:38
67292dfc1641189d4000efbb,331,33,10,like,2023-01-19 03:07:23
67292dfc1641189d4000efbc,332,6,8,like,2024-01-09 12:23:45
67292dfc1641189d4000efbd,333,151,10,saved,2023-07-09 11:33:51
67292dfc1641189d4000efbe,334,84,8,share,2024-03-21 11:50:22
67292dfc1641189d4000efbf,335,200,6,like,2024-10-20 12:42:55
67292dfc1641189d4000efc0,336,27,5,like,2024-05-23 21:43:32
67292dfc1641189d4000efc1,337,111,2,saved,2023-10-04 14:24:59
67292dfc1641189d4000efc2,338,136,10,like,2023-05-13 21:17:49
67292dfc1641189d4000efc3,339,29,4,share,2023-09-29 22:43:54
67292dfc1641189d4000efc4,340,13,7,like,2023-07-20 08:21:58
67292dfc1641189d4000efc5,341,32,2,like,2023-11-07 18:50:25
67292dfc1641189d4000efc6,342,199,1,like,2024-09-04 09:23:13
67292dfc1641189d4000efc7,343,44,7,like,2024-01-28 20:59:20
67292dfc1641189d4000efc8,344,30,7,like,2023-09-30 23:04:37
67292dfc1641189d4000efc9,345,115,10,like,2024-10-25 19:02:09
67292dfc1641189d4000efca,346,114,9,like,2024-10-05 12:37:22
67292dfc1641189d4000efcb,347,126,10,share,2024-09-30 01:08:01
67292dfc1641189d4000efcc,348,109,4,share,2024-03-26 08:23:05
67292dfc1641189d4000efcd,349,184,5,like,2023-08-30 14:35:58
67292dfc1641189d4000efce,350,133,1,saved,2023-02-23 03:46:02
67292dfc1641189d4000efcf,351,72,9,like,2024-02-04 19:50:24
67292dfc1641189d4000efd0,352,43,3,saved,2024-03-06 04:14:24
67292dfc1641189d4000efd1,353,60,7,like,2024-10-18 18:09:29
67292dfc1641189d4000efd2,354,96,8,like,2024-03-21 02:55:57
67292dfc1641189d4000efd3,355,178,5,saved,2023-08-13 10:59:46
67292dfc1641189d4000efd4,356,179,4,saved,2023-09-01 14:46:08
67292dfc1641189d4000efd5,357,90,9,saved,2023-01-20 18:31:51
67292dfc1641189d4000efd6,358,38,8,like,2024-01-30 05:26:20
67292dfc1641189d4000efd7,359,44,3,share,2023-01-23 06:06:37
67292dfc1641189d4000efd8,360,36,9,like,2023-01-23 16:34:17
67292dfc1641189d4000efd9,361,36,3,saved,2023-05-30 08:36:49
67292dfc1641189d4000efda,362,187,7,share,2023-02-08 18:06:13
67292dfc1641189d4000efdb,363,182,3,share,2023-03-12 05:09:54
67292dfc1641189d4000efdc,364,4,10,share,2024-07-23 17:39:38
67292dfc1641189d4000efdd,365,113,7,saved,2023-11-26 19:05:34
67292dfc1641189d4000efde,366,25,7,saved,2023-08-04 04:39:12
67292dfc1641189d4000efdf,367,169,10,saved,2023-12-03 20:41:04
67292dfc1641189d4000efe0,368,81,10,saved,2023-11-17 04:51:09
67292dfc1641189d4000efe1,369,79,2,share,2024-04-05 20:01:56
67292dfc1641189d4000efe2,370,53,8,saved,2024-07-31 10:47:46
67292dfc1641189d4000efe3,371,126,4,saved,2023-03-04 05:31:23
67292dfc1641189d4000efe4,372,169,2,saved,2023-10-24 18:52:03
67292dfc1641189d4000efe5,373,140,5,share,2023-10-07 18:09:20
67292dfc1641189d4000efe6,374,1,3,like,2023-10-21 08:48:39
67292dfc1641189d4000efe7,375,163,5,share,2024-10-06 17:28:34
67292dfc1641189d4000efe8,376,126,5,share,2023-07-20 10:45:05
67292dfc1641189d4000efe9,377,83,8,share,2023-09-16 11:36:07
67292dfc1641189d4000efea,378,31,6,like,2024-02-25 09:02:05
67292dfc1641189d4000efeb,379,84,7,share,2024-04-19 07:30:10
67292dfc1641189d4000efec,380,113,10,saved,2024-02-13 07:46:04
67292dfc1641189d4000efed,381,25,3,like,2024-04-25 16:31:49
